Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
"You got some dick recently right , you are happy , you are not sick and you are smiling life is good '",1,0,0,0,1,0,1,0,1,0,0
Adp is ezlabor web portal has to be the slowest web app i have ever had the displeasure of using,1,0,1,0,0,0,0,0,1,0,0
Very depressing seeing my whole fam packing to go on holiday tomorrow and i am just staying here,0,0,0,0,0,0,0,0,1,0,0
I always hesitate to update at least it is no the horrors i Phone users endure every few months,0,1,1,1,0,0,0,0,0,0,0
Schneiderlin taking his revenge for the 2 fouls,1,0,0,0,0,0,0,0,0,0,0
I have never been fond of having dark eyes until seeing this share,0,0,0,0,1,0,1,0,0,1,0
If monday had a face i would punch it monday face punch fight joke like firstworldproblems need coffee asap follow,1,0,1,0,0,0,0,0,1,0,0
Me ' and that is when she suddenly became quiet as her lips started to tremble '     Naya ' ' I do not want to +,0,0,0,0,0,0,0,0,0,0,0
Lol little things like that make me so angry x,1,0,1,0,0,0,0,0,0,0,0
"Cuddling literally kills depression , relieves anxiety , and strengthens the immune system",0,0,0,0,0,0,1,0,0,0,0
Varsity pine riding,0,0,0,0,1,0,0,0,0,0,0
I hate that a black lady is painting herself white on the internet for laughs and likes  terrible badform didntlaugh,1,0,1,0,0,0,0,0,1,0,0
No one is gon na chill bc fake outrage is fun or w/e but space college,0,0,0,0,1,0,0,0,1,0,0
This has turned out better then i expected admitting you tried to intimidate cantstoplaughing i really can not and it is in spokeword,0,0,0,0,1,0,0,0,0,0,0
"Oh , good god quentin letts is doing one of his 'comedy ' turns angry bbctw",1,0,1,0,0,0,0,0,0,0,0
"Mee , i am lvl 320 and i have not a single relentless",1,0,0,0,0,0,0,0,1,0,0
And the dreadful franglaise,1,0,1,1,0,0,0,0,0,0,0
"Haha it is me , shocking i know you shall hear me moan i am too cold in winter",0,0,0,0,1,0,1,0,0,1,0
Wtf is tenacious and jubilant,1,0,1,0,1,0,0,1,0,0,0
Does not explain the ability to land at manchester but not bradford other than more convenient for flybe many unhappy travelers,0,0,0,0,0,0,0,1,1,0,0
You sting like a bee but you are still my honey,0,0,0,0,1,1,1,0,0,0,0
No was so sudden has not sunk in yet with leo i knew it was coming,0,0,0,0,0,0,0,0,0,1,0
Watch this amazing  broadcast by musically,0,0,0,0,1,0,0,0,0,0,0
Actually i always idealize the end of my relationships  such a pessimist,0,0,0,0,0,0,0,1,0,0,0
I keep a down vest or sweater in my pack year round helps on chilly mornings or breezy mountain tops mysportinglife,0,0,0,0,1,0,1,0,0,0,0
"I really really resent having to go to bed at a sensible hour , you guys i want to talk to my people",1,1,1,0,0,0,0,0,1,0,0
Why dont blm thugs want justice when its black on black gang crime they only rage and cry racism when its a cop,1,0,1,0,0,0,0,1,1,0,0
"May i suggest , that you have a meal that is made with beans , onions and garlic , the day before class",0,1,0,0,1,0,0,0,0,0,1
The american idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert i am forever grateful,1,0,0,0,1,0,0,0,0,0,1
I hate it when im singing and some idiot thinks they can just join in with me like  this is not fcking glee meanrikonabot,1,0,1,0,0,0,0,0,0,0,0
I need a syfy series to watch i literally have nothing to watch back to back i already watched heroes lost jericho fallenskies etc etc,0,1,0,0,1,0,0,0,1,0,0
Have not gotten one hour of sleep  today is going to be a fun day restless,0,0,0,0,1,0,0,0,1,0,0
Dentist just said to me ' i am going to numb your front lip up so it shall feel as if you have got lips like pete burns   she was right pout,0,1,0,0,0,0,0,0,1,0,0
It makes me so fucking irate jesus nobody is calling ppl who like hajime abusive stop with the strawmen lmao,1,0,1,0,0,0,0,0,1,0,0
It is been a week of awful connectivity with no service or only 4 G is not what im paying for unhappy poorservice,1,0,1,0,0,0,0,0,1,0,0
People often grudge others what they can not enjoy themselves,1,0,1,0,0,0,0,0,0,0,0
"Yeah i am hot nigga , they say im burning uhh",1,0,1,0,0,0,0,0,0,0,0
"They want as police state , they are fearful ",1,0,1,1,0,0,0,0,0,0,0
"Goodbye everyone , tremendous lthechat tonight",0,0,0,0,1,0,1,0,0,0,0
"Lmboo , using my nephew for meme hilarious",0,0,0,0,1,1,0,0,0,0,0
I am irate at you check-in system i have tried to checkin all day and it would not let me do it because i had no seat assigned,1,0,1,0,0,0,0,0,0,0,0
Yea lol catchy you fret,1,0,0,0,1,0,0,0,0,0,0
A profoundly disappointing experience i have 2 pay almost $ 500 2 remedy a defect n the product sold me terrible,1,0,1,0,0,0,0,0,1,0,0
"The birds chirp , the sun shines and the wind chimes chime there was once a smile on this face",0,0,0,0,1,0,1,0,0,0,0
"Why does tracking show my equipment delivered , when it was not why is my service suddenly delayed we have already 3 weeks fuming",1,0,1,0,0,0,0,0,1,0,0
"Event started everyone is getting ready to travel to the lake of rage , where everything glows",1,1,0,0,0,0,0,0,0,0,1
Losing the will 2 live with business bb gone down on hold for 23 minutes and whoever picked up cut me off fuming noworkforme,1,0,1,0,0,0,0,0,1,0,0
Trump is fear and anger are similar to what hitler preached to come to power in germany wake up america,1,0,1,1,0,0,0,0,0,0,0
"I just really enjoy bright colors , like the colors you would see downtown miami",0,1,0,0,1,1,1,0,0,0,0
Srpt why would etep patients and mom is advocate for a drug if it did not work anyone listen to the etep md is all were elated,1,1,0,0,0,0,0,0,0,0,0
I did that 3 days later my order is not even in the same postcode as me,1,0,1,0,1,0,0,0,0,0,0
Ill be there  with vip tickets ca not wait to meet you never met a famous person i admire before nervous,0,1,0,1,1,1,0,0,0,1,0
"Regardless of your age or station in life , it all comes down to one simple truth : you just have to start jon acuff inspiring quote",0,0,0,0,1,0,1,0,0,0,0
Had more fun than the funniest person in funsville   much hilarity as usual  thank you,0,0,0,0,1,1,0,0,0,0,0
Pm nawaz sharif adressed in uno produced mirth among kashmires well done pak wel done nawaz  want demilterization,1,0,0,0,0,0,1,0,0,0,0
And have social anxiety there is many awkward things wrong with me,0,0,0,1,1,0,0,1,0,0,0
The struggle is real whoa i worry for the younger generation,0,0,0,1,0,0,0,1,1,0,0
Matt and i just did a psychological study on provocation in abusive relationships,0,0,0,0,0,0,1,0,0,0,0
That happens  u will be ok tomorrow cheer it  Do not give up no no no,0,1,0,0,1,0,1,0,0,0,0
"Usually i am not one to rush colder weather but this year i am so ready for hot coffee , dark lippies , scarves , sweaters , and boots",0,0,0,0,1,0,1,0,0,0,0
Turns out 'it ' was not even anything to be concerned about at all im happy and a bit frustrated it took so long to get this answer,1,0,1,0,1,0,0,0,0,0,0
Ya and the d was what i was most confident about   our offense is as good as it is been in 20 years  our d sucks,1,0,1,0,0,0,0,0,0,0,0
Lol why would it scare me it does not make any sense at all but it does not scare me { chuckles },0,0,0,0,1,0,1,0,0,0,1
Mcdavid breakaway lundqvist with a tremendous save,0,0,0,0,1,1,1,0,0,1,0
"Gives a frustrated growl , before stepping closer and putting his gun through the barrier no alarms and nothing happened he-",1,0,1,0,0,0,0,0,0,0,0
"She is terrific at her job , where is she headed -- i missed that",0,1,0,0,0,0,0,0,0,0,1
Thanks for ripping me off again luthansa �400 not enough for a one way flight to man from frk then �30 for a bag then free at gate,1,0,1,0,0,0,0,0,0,0,0
"Can you please not have canadian players play us players , that lag is atrocious fixthisgame trash sfvrefund",1,0,1,0,0,0,0,0,0,0,0
Aw there is a young fox outside on the grass just jumping around all playful and having a little stretch soo cute,0,0,0,0,1,1,1,0,0,0,1
It is so funny cause cooper is going to go farther than the people who bully her,1,0,0,0,1,0,1,0,0,0,0
"Gahh  bt , in queue for 30  now put through to bt sport dept to cancel  back in a queue again ",1,0,1,0,0,0,0,0,0,0,0
Switch host no bullet rage,1,0,0,0,0,0,0,0,0,0,0
"As much as i always eat   no -w- but i shake all the time , so eeh maybe i should go see a doctor 'cause of it ",0,0,0,1,0,0,0,0,0,0,0
"They ai not going away , and i do not want to see them hurt , changing hearts/minds is really our only option , no optimism",0,1,0,0,1,0,1,0,0,0,0
A monster is only a monster if you view him through fear,0,0,0,1,0,0,1,0,0,0,0
Do not leave me,0,0,0,1,0,0,0,0,1,0,0
Watch this amazing  broadcast by lively musically,0,0,0,0,1,0,1,0,0,0,0
Fucking hell mate absolute nightmare,1,0,1,1,0,0,0,0,0,0,0
Delays from streatham cmn to clap junc and now train took 20 mins for 9 mins journey missed 2 trains to reading,1,0,1,0,0,0,0,0,1,0,0
There are magpies gathering around me help i am going to be swooped,0,0,0,1,0,0,0,0,0,0,0
"Michelle , who did nothing is hating on nicole is game hahaha  bitter bb18",0,0,1,0,1,0,0,0,0,0,0
"Note to self ~ stop laughing at things that offend you , it is ok to get mad at people notetoself offended mad upset",1,0,0,0,0,0,0,0,1,0,0
"Being stuck in the roof of your house provides amazing view but sheer terror of falling down , kinda like life",0,0,0,1,1,0,0,0,0,0,0
Think val might be going this week i shall have to take the rest of the week off work to mourn i am sure they shall understand gbbo,0,0,0,0,0,0,0,0,1,0,0
Great minds think alike rejoice,0,0,0,0,1,1,1,0,0,0,0
"Appointment booked between 1-6 today , waited in all day and nobody showed up , also requested a call back and never got one",1,0,1,0,0,0,0,0,0,0,0
Add donte moncrief to my dismal situation blessed,0,0,0,0,1,1,1,0,0,0,0
"Donating to trump puts a damper on a very exciting season really bad look , ricketts family",1,0,1,0,1,0,0,0,0,0,0
"If you want others to be happy , practice compassion if you want to be happy , practice compassion ' dalai lama",0,0,0,0,1,1,1,0,0,0,0
It is an insult,1,0,1,0,0,0,0,0,0,0,0
Was right and you two have very similar stances against radical islamic terror time to anoint the orange one,0,0,1,1,0,0,0,0,0,0,0
Being bitter only hurts yourself lmaoo,1,0,1,0,0,0,1,1,0,0,0
"It is easy to fall asleep in class , but hard to in bed true sober whileyouweresleeping insomnia teamfollowback rocktheretweet",1,0,0,0,0,0,0,0,1,0,0
Im so gloomy today,0,0,0,0,0,0,0,1,1,0,0
Inclined to think that 'documentary ' did him more harm than good if not i despair of people is critical faculties,1,0,1,0,0,0,0,0,1,0,0
The red one would look super pretty with a bronzy glowy nude lip makeup look 3rd black would be pretty with a dark lip,0,0,0,0,1,1,0,0,0,0,0
It really is amazing the money they give to some of these qb is nfl texans brock,0,0,1,0,1,0,1,1,0,1,1
Usa was embarrassing to watch when was the last time you guys won a  joke,1,0,1,0,0,0,0,0,0,0,0
I can already tell this programme is going to infuriate me extremeworld,1,0,1,0,0,0,0,0,0,0,0
Check out this film robocoq 301 animated shortfilms,0,1,0,0,1,0,1,0,0,0,0
What do you do ' ' You are not worthy enough to know ' what serious,0,0,1,0,0,0,0,0,0,1,0
I was cheering for na team now i just want this is over and gaudreau comes back in one piece it is getting way too risky,0,0,0,1,0,0,0,0,0,0,0
Watch this amazing  broadcast by lively musically,0,0,0,0,1,0,0,0,0,0,0
I am afraid to look,0,0,0,1,0,0,0,0,0,0,0
When will the weeks full of mondays end,0,0,1,0,0,0,0,0,1,0,0
More checking at work today coffee drank and now it is down to some serious business thursday bring on friday,0,1,0,0,1,0,0,0,0,0,0
You people ' infuriate me,1,0,1,0,0,0,0,0,1,0,0
Whats with these boxes when i search google on chrome horrible distracting,1,0,1,0,0,0,0,0,0,0,0
"A goal should scare you a little , and excite you a lot joe vitale quote",0,0,0,1,1,0,1,0,0,0,0
Just put the winter duvet on serious,0,0,0,0,1,0,1,0,0,0,0
Last night i had a dream that today was christmas i woke up screaming because i was not ready,0,0,0,1,0,0,0,0,1,0,0
Minutes with an incense and all i get is 2 rattatas pokemongo,1,1,1,0,0,0,0,0,0,1,0
"I did not say anything bad about the situation great mate , can not believe some were makes me despair of humanity",1,0,1,0,0,0,0,0,1,0,0
I have been disconnected whilst on holiday but i do not move house until the 1st october,1,0,0,0,0,0,0,0,0,0,0
I love how theres no outrage that it is a white man but if it was a black man them blm would be all over it regardless of reason,1,0,1,0,1,0,1,0,0,0,0
Cam is still rattled from the backlash he received when he made the black qb comment and suffered the wrath of white america,1,0,1,0,0,0,0,0,1,0,0
"Sounds like donald trump has spent today just making extra , extra sure he would get those frightened white , conservative , racist votes",1,0,1,0,0,0,0,0,0,0,0
Z E T H voice* : hit the target ( holds up upside down cheering towel ),0,1,0,0,1,0,1,0,0,0,1
"Way too cool to die young , way too young to die  tunechi",0,1,1,0,1,0,1,0,1,0,0
So lost i am faded,0,0,0,0,0,0,0,1,1,0,0
Exactly not some flaming reject from fast and furious,1,0,1,0,0,0,0,0,1,0,0
Retweeted gunnysmith93 ( ) : days like today i am happy to be alive blessed rejoice,0,0,0,0,1,1,1,0,0,0,0
Yes hun avoid at all costs nightmare,1,0,1,1,0,0,0,1,1,0,0
"Im love you , even if you bully me sadly",0,0,0,0,1,1,0,0,1,0,0
You do not know what to expect by brendon is video lmao la devotee video got me shook,0,1,0,1,1,0,0,0,0,1,0
Anyone else find 'anniversary windows 10 update 1607 ' a complete nightmare,1,0,0,1,0,0,0,0,0,0,0
Ca not believe how rude your cashier was today when i was returning an item your customer service is slacking terrible,1,0,1,0,0,0,0,0,0,0,0
Wow that sounds terrific,0,0,0,0,1,0,1,0,0,0,0
"Take heart amid the deepening gloom that your dog is finally getting enough cheese national lampoon , ' Deteriorada '",1,0,1,0,0,0,1,0,0,0,0
It is hilarious,0,0,0,0,1,1,0,0,0,0,0
"Friday is here , and we are open tonight and tomorrow get a jump on your halloween and come play with us hauntedattraction tulsa haunt",0,0,0,0,1,0,0,0,0,0,0
An hour played and have conceded less at west ham than have at northampton let that sink in,0,1,0,0,0,0,0,1,0,0,0
Be happy be bright be you : ) identity timelesstips friendship family forest water family truelove god roadsofar you lifetrip,0,0,0,0,1,0,1,0,0,0,0
He gives a gleeful squeak and wraps around you ] all mine,0,0,1,0,1,1,0,0,0,0,0
Some moving clips on youtube tonight of the vigil held at tulsa metropolitan baptist church for terencecruther justice sadness,0,0,0,0,0,0,0,0,1,0,0
"I feel really nervous , or anxious idk my leg keeps shaking hmm",0,0,0,1,0,0,0,0,0,0,0
Watched tna for the first time in a long time what the hell happened to the hardyboys impactonpop wwe terrible,1,0,1,0,0,0,0,0,0,0,0
"It is not that the man did not know how to juggle , he just did not have the balls to do  funny pun lol punny",0,0,0,0,1,1,0,0,0,0,0
"Thanks for making our mass with fr vallely respectful , meaningful , and joyful seewitheyesofmercy",0,0,0,0,1,1,1,0,0,0,0
This cured my depression,0,0,0,0,1,0,1,0,1,0,0
I would like to congratulate the people of saudi arabia a happy and a joyous national day may you all have a great time,0,0,0,0,1,0,1,0,0,0,0
"Whats with the 50p a minute charge to 150 , insult to injury",1,0,1,0,0,0,0,0,0,0,0
Unruly kids at 8am in the morning nothanks ripping the flower beds up by the roots while their parents watch shocking,1,0,1,1,0,0,0,0,0,1,0
I can not guess if you holding a grudge against the best ',1,0,0,0,0,0,0,0,1,0,0
Depressing it is so freaking close,1,0,0,0,0,0,0,0,1,0,0
"Everyone hates twice , and i kinda did too but they got bops i am bumping rn to cheer up",0,0,0,0,1,0,1,0,0,0,0
"Yep , as i pointed out before , it is the politics of loathing that is why the big candidates are so horrible",1,0,1,0,0,0,0,0,0,0,0
"Hi dom i saw u at notts county away , looking for 1 mufc away ticket will pay blues",0,0,0,0,0,0,0,0,1,0,0
"If i spend more than �10 in shimmy on �1 drinks i shall be raging , but we all know it is gon na happen",1,0,1,0,0,0,0,0,0,0,0
Re : politicallycorrect bs what if i am offended by your assumption the usa should change because you are a 'visitor ' and do not like it,1,0,1,0,0,0,0,0,1,0,0
Another l on the board we just can not match up on paper with these teams at the moment and its showing on the field onto denver,1,0,1,0,0,0,0,0,1,0,0
"I envy ice , at least if you give it warmth it melts taylorlautner twilight quote",1,0,0,0,1,0,1,0,0,0,0
"Korgoth of barbaria for brutality , king julian for hilarity , and ariel  because hot ",0,0,1,0,0,0,0,0,0,0,0
Looks like india is finally taking pakistan n it is terrorism to task. uriattacks,0,1,0,1,0,0,1,0,0,0,0
Old age no hope for the rest of us destined to become deatheaters by 50,1,0,1,0,0,0,0,1,0,0,0
I fought a racist girl and she stayed in gavc so if you get kicked out i call bs,1,0,1,0,0,0,0,0,1,0,0
Correction 26 ppl checked in standing at the gate and flt 1449 took off without us furious,1,0,1,0,0,0,0,0,1,0,0
"Rojo is just terrible , how is he in our team",1,0,1,0,0,0,0,0,0,0,0
Aaahh a little to soothe the soul music blues,0,0,0,0,1,0,0,0,0,0,0
"It is pretty clear i can not stand , no tolerance for habitual liars not a trump fan either so what is a citizen to do despair",1,0,1,0,0,0,0,0,1,0,0
I have used dey know as my alarm clock song throughout college ripshawtylo,0,0,0,0,1,0,0,0,1,0,0
The whole idea f a nation revolves around kashmir and global terrorism : evrn do not care their kids dying of hunger nawazfightsforkashmir,0,0,1,1,0,0,0,0,1,0,0
Need advice on how to get out of this rut depressing needmotivation,0,0,0,1,0,0,0,0,1,0,0
I blame the whole season on natalie the season would have been so different had she not turned her back on her alliance pissed bitter,1,0,1,0,0,0,0,0,0,0,0
Looks that way but let is think about rohan last week  optimism,0,0,0,0,0,0,1,0,0,0,0
Thinking about trying some comedy on youtube always been fond of it time to nut up laughter comedy maybeoneday hopefullyfunny lol,0,0,0,0,1,0,0,0,0,0,0
I do not think it is fully sunk in that val is gone yet,1,0,1,0,0,0,0,0,0,0,0
Lol love it when you aggravate juan keep up the good work lol,0,0,0,0,1,0,0,0,0,0,1
As granny would say i do not know how to chirp,0,0,0,0,0,0,0,1,0,0,0
It has been medically proven that laughter is an effective pain killer,0,0,0,0,1,0,1,0,0,0,1
Ca not wait to be in my ninja turtle costume raging at osu again this halloween,1,0,0,0,1,0,1,0,0,0,0
Wat an irony pakistan lecturing the world on curbing,1,0,1,0,0,0,0,0,0,0,0
Chuckles* did i scare you,0,0,0,1,0,0,0,0,0,1,0
Cheer up chuck,0,0,0,0,1,1,0,0,0,0,0
Shoutout to the drunk man on the bus who pissed in a bottle and on the seats,1,0,1,0,0,0,0,0,0,0,0
Final night shift coming up i wo not miss it but i will miss my work pals and the hysterical laughter that gets us through the night,0,0,0,0,1,1,1,0,1,0,0
Looking forward to div 2 next year revenge leictershireaway therey,1,1,0,0,0,0,1,0,0,0,0
"I hate my lawn mower if it had a soul , i would condemn it to the fiery pits of hell",1,0,1,0,0,0,0,0,1,0,0
Goodbye despair,0,0,0,0,0,0,0,0,1,0,0
Ronaldo has been shocking he is tried to do skill twice and he is nearly fallen over both times,0,0,0,0,0,0,0,0,0,1,0
Headed to mdw w/ layover in slc got off for food wrong move bailed on my food and barely made it wannagetaway contest,1,0,1,1,0,0,0,0,0,0,0
It is a common problem i have had with every 6 plus having a regular 6 = not having to worry about the design flaw = working phone,0,0,0,0,0,0,1,0,1,0,0
Thanks for making me super sad about pizza freepizza,0,0,0,0,1,0,1,1,1,0,0
I am so nervous,0,0,0,1,0,0,0,1,0,0,0
Love love love smile fun relaxationiskey,0,0,0,0,1,1,1,0,0,0,0
Root canal therapy has had a bad reputation in the past  but new technology has allowed more comfortable procedures smile dental,0,1,0,0,1,0,1,0,0,0,1
Hi we hate that you are unhappy your bill keeps going up what unique features do you want with your plan ^ Robert S,0,0,1,0,0,0,1,0,1,0,0
Someone wake me when make 2016 remix of ' Why ' b/w terrencecrutcher election2016 colinkapernick terrorism riots this 2much,1,0,1,1,0,0,0,0,0,0,0
Unbelievable takes 10 minutes to get through to then there is a fault and the call hangs up fuming treatcustomersfairly,1,0,1,0,0,0,0,0,0,0,0
Manchester derby at home revenge,1,0,1,0,0,0,0,0,0,0,0
Change them himself he follows behind with a scowl pinching his lips and takes the sheets to his room ' So who is � >,0,0,0,0,0,0,1,0,0,0,0
If i was a ghost i would haunt people by giving them cramps in both of their legs when they do cardio mwahaha,0,0,0,1,1,0,0,0,0,0,0
"I totally understood his point , but we need a better messenger and the laughter just pissed me off",1,0,1,0,0,0,0,0,1,0,0
"Sure , ohio state is terrible , ohio is awful , etc , etc these feelings began with the toldeo war so , maybe do not campaign there",1,0,1,0,0,0,0,0,0,0,0
See your primary care doctor they can prescribe meds and refer you to a psychiatrist for eval do not mess with depression,0,0,0,1,0,0,0,0,1,0,0
Obama admin rejects texas plan to have refugees vetted for terrorism so texas pulls of of fed refugee resettlement program aiding,0,0,0,1,0,0,1,0,0,0,0
"When i walk in darkness of despondency ,  i have memorized shine a light in my heart ex : lam 3",0,0,0,0,1,0,1,0,0,0,0
"What a great training course , lots of photos , fun and laughter photo is will be up soon boostercourse fun",0,1,0,0,1,1,1,0,0,0,0
You two are ten times more interesting than those particular afternoon goofballs ( i could say worse ),1,0,0,0,1,1,0,0,0,0,1
"Gbbo is such a homely pure piece of tv gold channel 4 will attempt to tart it up mary , sue and mel gone it is over i am out fuming",1,0,1,0,0,0,0,0,0,0,0
Gifs on i O S10 messaging app are hilarious,0,0,0,0,1,0,0,0,0,1,0
Should have stopped after 'smiled ' being rude=not the same as being funny. It was just being mean stoppickingonwomen,1,1,1,0,0,0,0,0,0,0,0
Dobetter only two carriages on 14 birmingham to hereford no room to stand anymore friday commute unhappy,0,0,1,0,0,0,0,0,1,0,0
Hi berniebrocialists of all genders : if i lived in a swingish state i would w/o hesitation vote clinton and would do so w/o 'supporting ' her,0,0,0,0,0,0,1,0,0,0,1
I just want to let everyone out there know you are wonderful people beyourself late-night compliment behappy,0,0,0,0,1,1,1,0,0,0,0
I asked jared to marry me and he said no,0,0,0,0,0,0,0,0,1,0,0
Treat joy and laughter as a form of worship and spiritual warfare live victory worship,0,0,0,0,1,1,1,0,0,0,0
Dafron is hands down the biggest loser on the planet typical lifer,1,0,1,0,0,0,0,0,1,0,0
Im 16 if you want to see my dick snap/kik me at hiya2247 kik kikme snapchat snapme horny porn naked young,0,0,0,0,1,0,0,0,0,0,0
"Oh gosh , if you get 800+ raging comments from cruise fans , i will just die laughing",0,0,0,0,1,0,1,0,0,1,0
"Texans played horrible bad play calling , bad protection of the ball , bad coaching , bad defense , bad overall performance texans horrible",1,0,1,1,0,0,0,0,0,0,0
Why is it so windy so glad i did not ride my bike wind,0,0,0,0,1,0,0,0,1,0,0
Just sitting close to him for an extended period of time was exhilarating because he is so beautiful and lively lol,0,0,0,0,1,1,1,0,0,0,0
Are you cheering for team sweden today or team north american,0,1,0,0,0,0,0,0,0,0,1
"Loved independence msg on , be happy and fulfilled within yourself and positivity will flock to you independent",0,0,0,0,1,1,1,0,0,0,0
I have unsubscribed 3 times from your spam emails still coming stop the emails avanquest software terrible,1,0,1,0,0,0,0,0,1,0,0
"Sadly , not enough names the whole farewell tour situation would make me shy away from good value b et",0,0,0,0,0,0,0,0,1,0,0
This took a melancholy turn but my point is that for all the difficulties i am still happy happy that i get to be who i am,0,0,0,0,1,1,1,0,0,0,0
I actually understand it for plumbers etc wire would get in the way while under a sink,0,0,0,0,0,0,0,0,0,0,0
Bayern munich pitch is horrific,1,0,1,1,0,0,0,0,0,0,0
At least i do not have a guy trying to discourage me anymore in what i want to do he will never become anything worth contributing to society,1,1,1,0,0,0,0,0,0,0,0
"I would not mind if it did not you know , threaten my job when i disagree puts a damper on things",1,0,1,0,0,0,0,0,1,0,0
"Quote_soup : be happy not because everything is good , but because you can see the good side of everything optimism",0,0,0,0,1,0,1,0,0,0,0
I have another test tonight,0,1,0,0,0,0,0,0,0,0,0
She is still younger and more spry than trump,0,1,0,0,1,1,1,0,0,1,1
"However the agent was inauthentic , my sister still loves me , and i am still alive so i guess it was not that bad socialanxiety",0,0,0,1,0,0,1,0,1,0,0
Awe thank you so much lyle you are the best,0,0,0,0,1,1,0,0,0,0,0
What did y'all do to your app it is horrible horrible worst except once ever,1,0,1,0,0,0,0,0,1,0,0
The 'pledge ' would have never have to be made if petulant child postrump did not threaten to run,1,1,1,1,0,0,0,1,0,0,0
"Whether you are rejoicing or fighting back tears , god wants to share the moment with you",0,0,0,0,1,0,1,0,0,0,0
"Hard to tell in your pic my mistake then either way , nothing i said initially was about race u took it there sad ignorant",0,0,1,0,0,0,0,1,1,0,0
Try to find the good in the negative the negative can turn out to be  anxietyrelief optimism openminded,0,0,0,0,0,0,1,0,0,0,1
So not pumped for this interview nervous,0,1,0,1,0,0,0,0,0,0,0
Why would enrique sub off busquet hilarious,0,0,0,0,1,0,0,0,0,0,0
How can l rule my mind it is hilarious that you can not,0,0,0,1,1,0,0,1,1,0,0
The rappers who stayed true to the game is rich,0,1,0,0,0,0,1,0,0,0,1
Ughh i just want all this to be  it is like a nightmare can we all just get along,1,0,1,1,0,0,0,0,0,0,0
"Light shining thru a clear sparkling stream of piss , is a sight women will never know of ( also tells tht system ure system is healthy )",0,1,1,0,0,0,0,0,0,0,0
"The best part of this day , jesus , is to snuggle up in your embrace  to rest in your arms and know you love me  sweet Embrace",0,0,0,0,1,1,1,0,0,0,0
Same it is good but not great. Do not breathe is the horror film of the month for me my fav horror film of the year ( so far ),0,0,0,0,1,0,0,0,0,0,0
I told her i was not fighting her bc i am not trashy and she keeps tryna threaten me lmfao,1,0,1,0,1,0,0,0,0,0,0
I resent biting my tongue,1,0,1,0,0,0,0,0,0,0,0
We are very busy coding a whole network manager for unity3d based on steamworks networking gamedev indiedev 3am Dead Time game,0,0,0,0,1,0,0,0,0,0,0
"If you let a general tweet offend you , you definitely should not be on twitter",1,0,1,0,0,0,0,0,0,0,0
Profit are from 5-20 % per day to 100-300 % per month. Do not hesitate to contact us for the more results info,0,0,0,0,1,0,1,0,0,0,0
"Ever been really lonely and your phone keeps blowing up , but you just can�t pick it up and respond to people anxiety recluse issues",0,0,0,1,0,0,0,0,1,0,0
I would let jiho step on my throat but he would probs be afraid he would hurt me,0,0,0,1,0,0,0,0,0,0,0
Instagram seriously sort your sh*t out i spent ages writing that caption for you to delete it and not post it fume instagram,1,0,1,0,0,0,0,0,0,0,0
Did you know that the sparkling letters in super mario galaxy spell out u r mr gay,0,1,0,0,0,0,0,0,0,1,0
You charge 150 extra for sending someone out and your cable service still does not work that is robbery cable horrible service,1,0,1,0,0,0,0,0,0,0,0
I guess it is just heartbreaking the ease with which they can kill an innocent man and get away with it,1,0,1,0,0,0,0,1,1,0,0
She was my favourite such a joyful soul,0,0,0,0,1,1,1,0,0,0,0
"Regret for the things we did can be tempered by time , it is regret for the things we did not do that is inconsolable sydney j. harris",0,0,0,0,0,0,0,1,1,0,0
"So i worry about emphasis on 'keeping family together ' as a guiding principle , due to my own experiences",0,0,0,1,0,0,1,0,0,0,0
Klitschko over fury any day boxing,1,0,0,0,0,0,0,0,0,0,0
That is fucking horrific defending from schalke,1,0,1,1,0,0,0,0,0,0,0
Very long day thank goodness for bake off to brighten up a weary wednesday gbbo,0,1,0,0,1,0,1,0,0,0,1
"Listening to the oblivion score , drinking coffee , researching for new sci-fi animated project",0,0,0,0,1,0,1,0,0,0,0
I feel like no one is out there on twitter for me  can anyone see what i write sadness rants,0,0,0,0,0,0,0,1,1,0,0
Lol no mention of pak pm or even his speech on any international news channel and pakis are rejoicing as if the world stands with them,0,0,0,0,1,0,0,0,0,1,0
Drinkin me some red wine and listening to some fred mcdowell playing the blues he did not play no rocknroll fantastic noise justsaying,0,0,0,0,1,0,1,0,0,0,0
Directtv is the best apparently you just sit in silent anger ' Do not press or say anything ',1,0,1,0,0,0,0,0,0,0,0
Droop in leggings are they wearing xxl,0,1,0,0,0,0,0,0,0,1,0
Ok but how are the fast and furious movies not classified as comedy is,0,0,0,0,1,0,0,0,0,1,0
Terrible paul so deserved that win bbfail,0,0,0,0,1,0,0,0,0,0,0
The 1975 are playing antichrist why wo not play hustle it is an outrage,1,0,1,0,0,0,0,0,0,0,0
It is meant to be,0,0,0,0,0,1,0,0,0,0,0
Charlotteprotest do u wait 4 the facts video or do u hate now ask questions later protest policeshootings suggestions,1,1,1,0,0,0,0,1,0,0,0
Think shes afraid to fight holly one can only imagine what goes through her head when she thinks of cyborg terror,0,0,0,1,0,0,0,1,0,0,0
Procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack,0,0,0,1,0,0,0,0,0,0,0
